event_id,user_id,event_type,event_date,revenue
245,330,login,2023-04-25,0.0
246,321,view_product,2023-07-14,423.72
247,381,login,2023-06-17,0.0
248,532,view_product,2024-01-14,0.0
249,2,view_product,2023-03-08,0.0
250,168,view_product,2023-04-09,0.0
251,400,purchase,2023-11-25,0.0
252,374,login,2023-09-26,0.0
253,1736,login,2024-03-01,0.0
254,1197,login,2023-07-02,0.0
255,722,view_product,2023-07-02,0.0
256,498,view_product,2023-01-17,0.0
257,1505,login,2024-01-17,0.0
258,1447,add_to_cart,2024-01-04,0.0
259,138,login,2023-09-03,0.0
260,58,purchase,2024-03-18,0.0
261,116,login,2023-09-26,0.0
262,1570,view_product,2023-10-28,0.0
263,1520,view_product,2023-08-12,0.0
264,1299,view_product,2023-05-23,0.0
265,1156,purchase,2023-08-12,264.93
266,1750,login,2023-06-24,0.0
267,27,view_product,2023-12-26,0.0
268,1081,add_to_cart,2023-02-19,0.0
269,1833,view_product,2024-05-25,0.0
270,687,login,2024-01-24,0.0
271,509,view_product,2023-07-02,0.0
272,400,add_to_cart,2023-11-04,0.0
273,1183,login,2023-12-04,0.0
274,1560,purchase,2023-05-10,171.39
275,225,view_product,2024-02-04,0.0
276,82,login,2024-03-03,0.0
277,667,login,2023-09-04,0.0
278,1728,login,2023-12-15,111.47
279,1635,login,2024-04-17,0.0
280,521,login,2023-03-02,217.64
281,511,login,2023-12-07,0.0
282,1497,login,2023-03-13,0.0
283,1672,view_product,2023-05-12,0.0
284,1869,view_product,2023-12-15,0.0
285,1501,view_product,2024-06-11,0.0
286,127,login,2023-10-07,0.0
287,956,view_product,2023-07-28,0.0
288,1335,view_product,2023-11-02,0.0
289,566,view_product,2023-10-08,0.0
290,1328,login,2023-11-19,0.0
291,1951,login,2023-11-21,0.0
292,628,purchase,2023-10-10,0.0
293,1199,login,2024-05-04,0.0
294,1366,add_to_cart,2024-01-25,0.0
295,163,view_product,2023-06-03,0.0
296,162,view_product,2023-09-10,0.0
297,1065,login,2023-12-12,0.0
298,938,login,2023-02-16,0.0
299,217,view_product,2023-10-20,130.93
300,1626,login,2023-11-29,0.0
301,867,view_product,2023-12-15,0.0
302,1119,view_product,2023-04-09,0.0
303,1376,add_to_cart,2024-03-21,0.0
304,445,login,2023-11-28,0.0
305,90,login,2023-10-02,0.0
306,1576,view_product,2023-10-17,0.0
307,1357,login,2023-10-16,0.0
308,1486,purchase,2023-12-29,0.0
309,998,login,2023-09-03,265.35
310,862,login,2023-11-22,0.0
311,1368,login,2023-05-14,0.0
312,1229,login,2023-09-12,0.0
313,49,login,2023-01-23,0.0
314,1391,login,2024-02-05,330.96
315,1052,add_to_cart,2023-11-28,0.0
316,1539,login,2023-07-09,0.0
317,1855,add_to_cart,2023-07-14,0.0
318,1195,login,2023-02-25,0.0
319,959,view_product,2023-10-04,282.4
320,813,login,2023-12-09,0.0
321,1658,login,2023-04-01,0.0
322,954,login,2024-01-31,0.0
323,749,view_product,2023-12-04,0.0
324,1867,view_product,2023-10-17,0.0
325,609,login,2023-04-09,0.0
326,1859,login,2024-05-28,0.0
327,1620,login,2023-07-30,0.0
328,1711,add_to_cart,2023-10-24,0.0
329,1671,login,2023-06-15,0.0
330,1003,add_to_cart,2023-12-30,0.0
331,370,purchase,2023-04-19,0.0
332,335,view_product,2023-12-17,0.0
333,1842,view_product,2024-02-08,0.0
334,890,login,2023-08-26,0.0
335,1589,view_product,2023-10-13,0.0
336,432,view_product,2023-05-01,0.0
337,1524,view_product,2023-09-29,0.0
338,438,view_product,2023-08-06,458.52
339,1023,login,2024-03-21,0.0
340,1589,view_product,2023-07-12,0.0
341,161,login,2023-04-08,0.0
342,1521,view_product,2023-11-10,0.0
343,340,login,2023-10-26,0.0
344,669,view_product,2023-09-08,0.0
345,1895,login,2023-09-28,0.0
346,152,login,2023-04-28,0.0
347,993,login,2023-05-14,0.0
348,1109,login,2023-06-05,0.0
349,787,add_to_cart,2024-02-24,0.0
350,830,add_to_cart,2024-02-11,0.0
351,570,login,2024-03-03,0.0
352,1421,login,2023-03-28,0.0
353,256,login,2023-07-02,0.0
354,1110,login,2023-08-24,0.0
355,870,login,2024-03-01,0.0
356,60,login,2023-12-06,0.0
357,1268,view_product,2023-07-09,0.0
358,1704,add_to_cart,2023-11-02,0.0
359,1242,purchase,2024-03-29,0.0
360,1722,view_product,2023-09-16,0.0
361,377,login,2023-10-12,0.0
362,222,login,2023-04-19,0.0
363,980,login,2024-05-04,0.0
364,259,view_product,2023-08-27,0.0
365,932,add_to_cart,2023-08-30,0.0
366,181,add_to_cart,2023-11-17,0.0
367,640,view_product,2024-03-08,0.0
368,934,view_product,2023-03-13,0.0
369,1175,view_product,2023-09-20,0.0
370,1958,view_product,2024-01-24,133.01
371,1576,login,2023-10-02,0.0
372,116,login,2023-09-15,0.0
373,1766,view_product,2024-01-03,116.05
374,1936,login,2023-11-07,0.0
375,1153,view_product,2024-01-18,81.55
376,8,view_product,2023-03-12,0.0
377,550,login,2023-12-11,0.0
378,864,login,2023-09-25,0.0
379,1263,login,2023-02-27,0.0
380,1649,login,2024-01-31,0.0
381,1901,purchase,2023-11-16,0.0
382,496,purchase,2023-11-19,0.0
383,1956,view_product,2023-10-20,0.0
384,1279,login,2023-10-04,0.0
385,859,view_product,2023-08-14,0.0
386,1392,view_product,2023-04-22,0.0
387,1264,login,2023-10-27,0.0
388,1381,purchase,2023-11-06,0.0
389,1760,view_product,2024-03-08,0.0
390,114,login,2023-10-08,0.0
391,207,add_to_cart,2023-08-28,0.0
392,1537,add_to_cart,2023-08-24,0.0
393,110,view_product,2023-10-09,0.0
394,721,view_product,2023-09-06,0.0
395,1410,add_to_cart,2024-02-14,0.0
396,515,login,2023-11-03,0.0
397,1376,view_product,2024-01-04,0.0
398,1619,view_product,2023-02-09,0.0
399,1598,login,2024-05-09,0.0
400,905,login,2023-04-24,0.0
401,1486,login,2023-10-09,0.0
402,1059,view_product,2023-09-25,0.0
403,838,add_to_cart,2023-07-25,0.0
404,320,login,2023-11-24,0.0
405,1653,view_product,2023-07-16,0.0
406,483,login,2023-05-18,0.0
407,785,add_to_cart,2023-07-05,0.0
408,449,login,2023-08-13,0.0
409,1188,view_product,2023-12-26,0.0
410,724,login,2023-11-03,0.0
411,1894,view_product,2023-07-09,0.0
412,249,view_product,2023-11-07,0.0
413,1283,login,2023-03-15,0.0
414,1604,view_product,2024-06-10,425.9
415,527,login,2023-07-07,0.0
416,512,login,2024-02-27,0.0
417,921,view_product,2023-07-03,196.22
418,1470,login,2023-10-22,0.0
419,1363,view_product,2023-05-30,0.0
420,325,add_to_cart,2024-03-03,0.0
421,806,view_product,2023-08-02,0.0
422,1311,view_product,2023-12-18,193.46
423,413,view_product,2023-09-27,0.0
424,532,login,2023-11-20,0.0
425,505,view_product,2023-05-06,0.0
426,316,login,2023-04-13,415.18
427,1436,view_product,2024-05-21,0.0
428,1794,login,2023-12-16,0.0
429,1424,add_to_cart,2023-10-30,0.0
430,887,login,2023-12-02,0.0
431,1488,view_product,2023-09-05,0.0
432,1183,add_to_cart,2024-01-28,0.0
433,739,view_product,2024-03-10,166.05
434,1905,login,2023-07-01,0.0
435,1484,login,2024-01-01,0.0
436,991,view_product,2023-04-04,0.0
437,242,view_product,2023-06-12,0.0
438,745,view_product,2024-04-29,0.0
439,613,view_product,2023-04-24,0.0
440,618,login,2024-01-17,0.0
441,238,login,2023-07-03,0.0
442,347,add_to_cart,2024-05-30,0.0
443,252,view_product,2024-01-05,0.0
444,1064,purchase,2023-11-30,0.0
445,812,login,2024-01-27,0.0
446,1280,login,2023-05-06,0.0
447,470,add_to_cart,2023-04-02,0.0
448,1485,login,2023-08-21,0.0
449,898,login,2023-06-22,0.0
450,411,login,2023-10-05,0.0
451,725,view_product,2023-09-01,0.0
452,588,login,2023-09-03,0.0
453,467,view_product,2024-01-23,0.0
454,1047,login,2024-02-18,383.04
455,774,view_product,2023-12-23,0.0
456,310,login,2024-03-15,0.0
457,1376,view_product,2024-01-24,0.0
458,46,view_product,2023-08-26,0.0
459,691,view_product,2023-07-31,0.0
460,660,purchase,2024-05-08,0.0
461,132,add_to_cart,2023-10-15,0.0
462,1596,view_product,2024-05-09,0.0
463,879,login,2023-09-24,0.0
464,237,purchase,2023-04-15,496.19
465,1520,view_product,2023-11-03,0.0
466,89,login,2023-10-20,0.0
467,1221,view_product,2024-01-15,0.0
468,546,login,2023-06-16,0.0
469,576,login,2023-05-07,435.09
470,1918,purchase,2024-01-17,0.0
471,1391,view_product,2024-01-03,0.0
472,787,view_product,2023-12-30,0.0
473,1846,login,2023-08-14,0.0
474,75,login,2023-12-27,0.0
475,1997,view_product,2024-02-13,0.0
476,712,login,2023-07-20,0.0
477,611,view_product,2023-10-08,0.0
478,1973,view_product,2023-05-16,0.0
479,292,login,2023-08-07,0.0
480,1425,add_to_cart,2024-05-07,0.0
481,422,view_product,2023-06-15,0.0
482,49,login,2023-02-19,0.0
483,763,purchase,2023-08-26,0.0
484,1022,login,2023-11-22,0.0
485,252,login,2023-09-22,0.0
486,978,view_product,2023-11-20,0.0
487,1900,add_to_cart,2023-10-31,0.0
488,484,login,2023-12-10,0.0
489,1667,view_product,2023-06-14,0.0
490,1123,login,2023-10-30,0.0
491,320,add_to_cart,2023-09-16,38.2
492,1474,login,2023-05-12,0.0
493,327,login,2023-04-12,0.0
494,137,login,2024-04-09,0.0
495,1659,login,2023-07-27,0.0
496,473,login,2023-08-27,0.0
497,1213,view_product,2023-12-26,0.0
498,508,login,2023-09-11,0.0
499,1661,purchase,2024-01-20,147.97
500,1752,add_to_cart,2023-07-09,0.0
501,1614,login,2023-06-18,0.0
502,860,view_product,2023-06-19,0.0
503,1090,login,2024-01-17,0.0
504,1658,login,2023-07-02,0.0
505,850,add_to_cart,2023-12-01,0.0
506,1462,add_to_cart,2023-04-01,0.0
507,1220,login,2023-05-28,0.0
508,807,login,2024-03-01,0.0
509,1166,view_product,2024-01-12,0.0
510,1819,view_product,2023-08-25,0.0
511,898,purchase,2023-08-06,0.0
512,1888,login,2023-05-13,0.0
513,208,view_product,2024-03-06,0.0
514,1681,view_product,2023-02-24,0.0
515,1016,view_product,2023-10-12,0.0
516,390,login,2023-03-27,0.0
517,1389,view_product,2023-07-16,0.0
518,1255,login,2023-08-09,0.0
519,1014,view_product,2023-11-04,0.0
520,1255,view_product,2023-06-23,0.0
521,1250,view_product,2024-04-06,0.0
522,1020,view_product,2023-12-12,0.0
523,1825,login,2024-03-28,71.45
524,233,view_product,2024-03-17,0.0
525,1812,purchase,2023-04-16,0.0
526,651,login,2023-08-02,0.0
527,881,purchase,2023-05-26,0.0
528,503,add_to_cart,2023-08-28,0.0
529,1430,view_product,2023-05-13,0.0
530,1255,view_product,2023-05-15,0.0
531,610,view_product,2023-04-04,0.0
532,1617,login,2024-03-08,447.62
533,720,purchase,2023-12-14,0.0
534,425,login,2023-07-04,0.0
535,1981,purchase,2023-07-16,0.0
536,778,login,2023-03-03,0.0
537,1803,login,2024-03-01,0.0
538,187,login,2023-10-22,0.0
539,909,view_product,2023-06-11,0.0
540,950,login,2024-01-15,0.0
541,1755,login,2023-06-30,0.0
542,1169,login,2024-01-02,179.94
543,1455,login,2023-06-16,0.0
544,1626,view_product,2023-10-22,0.0
545,1726,login,2023-12-19,0.0
546,906,login,2024-04-17,0.0
547,638,login,2023-06-07,0.0
548,650,login,2023-09-08,0.0
549,1817,add_to_cart,2023-08-19,0.0
550,1508,view_product,2023-11-08,0.0
551,619,view_product,2023-08-11,0.0
552,1334,login,2023-12-27,0.0
553,1421,login,2023-06-28,0.0
554,1413,login,2023-01-23,0.0
555,1673,purchase,2023-06-29,0.0
556,1605,add_to_cart,2023-06-07,0.0
557,652,add_to_cart,2023-07-27,0.0
558,728,login,2023-10-30,0.0
559,239,add_to_cart,2023-03-30,0.0
560,1678,add_to_cart,2023-08-26,0.0
561,1221,login,2023-12-01,0.0
562,1074,login,2023-06-10,0.0
563,1786,login,2023-04-06,288.94
564,1135,view_product,2023-05-07,108.28
565,945,view_product,2023-05-28,0.0
566,195,add_to_cart,2023-07-28,0.0
567,1411,view_product,2023-09-28,0.0
568,584,purchase,2023-09-19,0.0
569,1760,login,2024-03-15,0.0
570,625,login,2024-01-25,0.0
571,1089,login,2023-10-16,0.0
572,293,login,2023-05-13,0.0
573,1681,login,2023-04-24,0.0
574,1577,view_product,2023-12-04,0.0
575,821,purchase,2023-12-12,0.0
576,980,add_to_cart,2024-03-27,97.04
577,1931,view_product,2023-10-18,0.0
578,967,login,2023-10-16,0.0
579,17,view_product,2023-05-08,0.0
580,322,view_product,2023-06-12,0.0
581,1656,view_product,2023-09-17,0.0
582,1836,login,2023-12-19,0.0
583,1822,add_to_cart,2023-12-16,0.0
584,1289,login,2023-11-11,0.0
585,986,view_product,2023-09-04,0.0
586,1202,login,2024-04-27,0.0
587,302,purchase,2023-04-02,0.0
588,1746,login,2023-07-30,0.0
589,1937,purchase,2023-09-12,0.0
590,1071,view_product,2023-12-24,0.0
591,916,view_product,2024-04-22,0.0
592,782,login,2023-12-08,0.0
593,1627,purchase,2023-10-03,0.0
594,1628,view_product,2023-10-06,0.0
595,348,view_product,2023-12-01,0.0
596,1291,view_product,2023-09-16,0.0
597,934,login,2023-07-04,0.0
598,1357,view_product,2023-11-18,0.0
599,1782,login,2023-06-24,0.0
600,763,add_to_cart,2023-11-21,0.0
601,1771,view_product,2023-09-27,0.0
602,1106,login,2024-03-12,0.0
603,695,view_product,2023-03-03,0.0
604,884,login,2023-08-02,0.0
605,567,view_product,2023-11-26,0.0
606,1527,view_product,2023-12-11,0.0
607,925,purchase,2023-09-30,0.0
608,534,login,2024-04-13,0.0
609,1715,login,2024-02-25,0.0
610,1788,login,2023-10-22,0.0
611,285,login,2024-01-30,0.0
612,1468,view_product,2023-05-23,0.0
613,1973,purchase,2023-06-20,0.0
614,1407,login,2024-02-10,0.0
615,1657,view_product,2023-10-21,0.0
616,981,login,2024-02-26,0.0
617,621,view_product,2023-12-26,0.0
618,307,login,2023-09-02,0.0
619,1299,view_product,2023-04-04,0.0
620,984,login,2023-04-20,0.0
621,1611,view_product,2023-07-03,0.0
622,941,login,2024-02-05,0.0
623,148,view_product,2023-08-25,0.0
624,314,login,2023-11-15,0.0
625,1665,login,2024-02-22,0.0
626,336,add_to_cart,2023-05-09,0.0
627,1155,purchase,2023-12-03,0.0
628,1,login,2023-12-16,0.0
629,1854,login,2023-04-13,0.0
630,1038,login,2023-12-27,0.0
631,2,login,2023-07-27,0.0
632,319,add_to_cart,2023-07-07,0.0
633,201,view_product,2023-11-20,0.0
634,1413,login,2023-03-10,0.0
635,1956,login,2023-10-05,0.0
636,832,login,2023-08-18,0.0
637,835,add_to_cart,2023-11-15,0.0
638,551,purchase,2024-06-10,0.0
639,1463,login,2024-04-29,0.0
640,1829,login,2023-10-03,0.0
641,1131,login,2024-02-11,0.0
642,1478,login,2023-04-03,0.0
643,953,login,2023-10-27,0.0
644,849,view_product,2023-11-17,0.0
645,80,login,2024-01-11,0.0
646,921,view_product,2023-06-28,0.0
647,349,login,2024-01-07,0.0
648,1571,view_product,2024-05-28,0.0
649,1075,login,2023-07-17,0.0
650,239,login,2023-04-15,0.0
651,36,view_product,2023-09-28,0.0
652,1717,purchase,2024-05-30,0.0
653,1104,login,2023-02-07,0.0
654,312,view_product,2023-05-31,0.0
655,1288,login,2024-01-24,0.0
656,556,view_product,2023-11-28,0.0
657,1288,add_to_cart,2023-10-22,0.0
658,1870,view_product,2023-03-30,0.0
659,1531,login,2024-03-28,0.0
660,1029,login,2024-02-04,0.0
661,1499,login,2023-08-10,0.0
662,1948,login,2024-04-10,0.0
663,1791,login,2024-03-15,0.0
664,767,login,2023-10-13,0.0
665,375,add_to_cart,2023-07-27,0.0
666,1065,login,2023-12-24,0.0
667,1121,login,2023-07-22,0.0
668,884,purchase,2023-09-30,0.0
669,1518,login,2024-01-11,0.0
670,1744,login,2023-07-12,49.93
671,28,view_product,2023-06-02,0.0
672,315,login,2023-04-22,0.0
673,51,login,2024-01-19,0.0
674,569,login,2024-02-07,0.0
675,846,view_product,2023-07-29,0.0
676,1716,login,2023-11-02,0.0
677,495,view_product,2024-03-15,0.0
678,1986,purchase,2024-04-01,0.0
679,424,view_product,2023-10-28,0.0
680,682,login,2023-10-09,0.0
681,943,view_product,2023-08-11,0.0
682,1999,login,2023-11-22,0.0
683,1335,login,2024-03-27,0.0
684,818,login,2023-06-29,0.0
685,744,login,2023-02-13,0.0
686,1749,view_product,2023-08-22,0.0
687,489,add_to_cart,2023-02-07,13.15
688,341,add_to_cart,2024-01-19,0.0
689,1695,login,2023-11-08,0.0
690,1356,purchase,2023-09-15,381.12
691,1854,login,2023-06-20,0.0
692,192,login,2023-03-08,0.0
693,275,login,2024-01-04,0.0
694,1238,view_product,2023-04-20,0.0
695,1644,add_to_cart,2023-06-23,0.0
696,287,login,2023-07-18,0.0
697,893,add_to_cart,2023-10-04,0.0
698,1357,login,2024-03-06,0.0
699,1142,login,2023-10-14,0.0
700,1468,view_product,2023-06-25,0.0
701,954,login,2023-09-26,0.0
702,305,login,2024-01-25,0.0
703,1102,add_to_cart,2023-10-31,0.0
704,409,view_product,2023-12-16,0.0
705,958,login,2023-09-08,0.0
706,1473,add_to_cart,2023-08-22,0.0
707,337,login,2023-11-12,0.0
708,218,login,2023-09-24,0.0
709,982,add_to_cart,2024-02-10,0.0
710,1472,login,2023-08-19,0.0
711,1315,view_product,2024-04-21,0.0
712,394,login,2024-05-30,163.33
713,619,view_product,2023-10-23,0.0
714,1807,view_product,2023-10-23,0.0
715,746,login,2023-07-28,0.0
716,30,view_product,2024-02-06,0.0
717,1669,login,2023-08-04,0.0
718,647,login,2023-10-14,0.0
719,1297,login,2023-11-14,0.0
720,1682,login,2024-02-22,0.0
721,1290,view_product,2024-05-08,0.0
722,1010,view_product,2023-06-10,0.0
723,515,login,2024-01-12,0.0
724,1997,view_product,2024-04-01,0.0
725,915,login,2023-07-23,0.0
726,1615,view_product,2023-07-13,0.0
727,451,add_to_cart,2023-05-26,323.27
728,1013,login,2023-06-14,396.21
729,812,view_product,2023-10-30,74.21
730,1768,login,2023-12-03,0.0
731,1973,view_product,2023-08-04,0.0
732,1848,login,2024-04-13,0.0
733,1606,add_to_cart,2023-05-01,0.0
734,1474,login,2023-05-09,0.0
735,833,login,2024-01-22,0.0
736,1331,add_to_cart,2023-05-22,0.0
737,1988,view_product,2023-11-05,238.32
738,257,login,2024-01-25,0.0
